forgetting;lifetimes;snapshot_interval;mu;theta;lambda;units
power;2880;300;0.3;0.2;3.229750796949661;60
power;2880;300;0.5;0.1;12.820051038617024;60
power;2880;300;0.5;0.2;7.298755582980217;60
power;2880;300;0.8;0.1;16.56388636691042;60
power;2880;300;0.8;0.2;11.042590911273615;60
power;2880;360;0.3;0.1;8.75104625258647;60
power;2880;360;0.3;0.2;3.229750796949661;60
power;2880;360;0.5;0.1;12.820051038617024;60
power;2880;360;0.5;0.2;7.298755582980217;60
power;2880;360;0.8;0.1;16.56388636691042;60
power;2880;360;0.8;0.2;11.042590911273615;60
linear;30;0;0.3;0.1;0.006666666666666666;60
linear;30;0;0.3;0.2;0.0033333333333333327;60
linear;30;0;0.5;0.1;0.013333333333333334;60
linear;30;0;0.5;0.2;0.01;60
linear;30;0;0.8;0.1;0.023333333333333334;60
linear;30;0;0.8;0.2;0.020000000000000004;60
linear;30;5;0.3;0.1;0.006666666666666666;60
linear;30;5;0.3;0.2;0.0033333333333333327;60
linear;30;5;0.5;0.1;0.013333333333333334;60
linear;30;5;0.5;0.2;0.01;60
linear;30;5;0.8;0.1;0.023333333333333334;60
linear;30;5;0.8;0.2;0.020000000000000004;60
linear;30;10;0.3;0.1;0.006666666666666666;60
linear;30;10;0.3;0.2;0.0033333333333333327;60
linear;30;10;0.5;0.1;0.013333333333333334;60
linear;30;10;0.5;0.2;0.01;60
linear;30;10;0.8;0.1;0.023333333333333334;60
linear;30;10;0.8;0.2;0.020000000000000004;60
linear;30;30;0.3;0.1;0.006666666666666666;60
linear;30;30;0.3;0.2;0.0033333333333333327;60
linear;30;30;0.5;0.1;0.013333333333333334;60
linear;30;30;0.5;0.2;0.01;60
linear;30;30;0.8;0.1;0.023333333333333334;60
linear;30;30;0.8;0.2;0.020000000000000004;60
linear;30;60;0.3;0.1;0.006666666666666666;60
linear;30;60;0.3;0.2;0.0033333333333333327;60
linear;30;60;0.5;0.1;0.013333333333333334;60
linear;30;60;0.5;0.2;0.01;60
linear;30;60;0.8;0.1;0.023333333333333334;60
linear;30;60;0.8;0.2;0.020000000000000004;60
linear;30;120;0.3;0.1;0.006666666666666666;60
linear;30;120;0.3;0.2;0.0033333333333333327;60
linear;30;120;0.5;0.1;0.013333333333333334;60
linear;30;120;0.5;0.2;0.01;60
linear;30;120;0.8;0.1;0.023333333333333334;60
linear;30;120;0.8;0.2;0.020000000000000004;60
linear;30;180;0.3;0.1;0.006666666666666666;60
linear;30;180;0.3;0.2;0.0033333333333333327;60
linear;30;180;0.5;0.1;0.013333333333333334;60
linear;30;180;0.5;0.2;0.01;60
linear;30;180;0.8;0.1;0.023333333333333334;60
linear;30;180;0.8;0.2;0.020000000000000004;60
linear;30;240;0.3;0.1;0.006666666666666666;60
linear;30;240;0.3;0.2;0.0033333333333333327;60
linear;30;240;0.5;0.1;0.013333333333333334;60
linear;30;240;0.5;0.2;0.01;60
linear;30;240;0.8;0.1;0.023333333333333334;60
linear;30;240;0.8;0.2;0.020000000000000004;60
linear;30;300;0.3;0.1;0.006666666666666666;60
linear;30;300;0.3;0.2;0.0033333333333333327;60
linear;30;300;0.5;0.1;0.013333333333333334;60
linear;30;300;0.5;0.2;0.01;60
linear;30;300;0.8;0.1;0.023333333333333334;60
linear;30;300;0.8;0.2;0.020000000000000004;60
linear;30;360;0.3;0.1;0.006666666666666666;60
linear;30;360;0.3;0.2;0.0033333333333333327;60
linear;30;360;0.5;0.1;0.013333333333333334;60
linear;30;360;0.5;0.2;0.01;60
linear;30;360;0.8;0.1;0.023333333333333334;60
linear;30;360;0.8;0.2;0.020000000000000004;60
linear;60;0;0.3;0.1;0.003333333333333333;60
linear;60;0;0.3;0.2;0.0016666666666666663;60
linear;60;0;0.5;0.1;0.006666666666666667;60
linear;60;0;0.5;0.2;0.005;60
linear;60;0;0.8;0.1;0.011666666666666667;60
linear;60;0;0.8;0.2;0.010000000000000002;60
linear;60;5;0.3;0.1;0.003333333333333333;60
linear;60;5;0.3;0.2;0.0016666666666666663;60
linear;60;5;0.5;0.1;0.006666666666666667;60
linear;60;5;0.5;0.2;0.005;60
linear;60;5;0.8;0.1;0.011666666666666667;60
linear;60;5;0.8;0.2;0.010000000000000002;60
linear;60;10;0.3;0.1;0.003333333333333333;60
linear;60;10;0.3;0.2;0.0016666666666666663;60
linear;60;10;0.5;0.1;0.006666666666666667;60
linear;60;10;0.5;0.2;0.005;60
linear;60;10;0.8;0.1;0.011666666666666667;60
linear;60;10;0.8;0.2;0.010000000000000002;60
linear;60;30;0.3;0.1;0.003333333333333333;60
linear;60;30;0.3;0.2;0.0016666666666666663;60
linear;60;30;0.5;0.1;0.006666666666666667;60
linear;60;30;0.5;0.2;0.005;60
linear;60;30;0.8;0.1;0.011666666666666667;60
linear;60;30;0.8;0.2;0.010000000000000002;60
linear;60;60;0.3;0.1;0.003333333333333333;60
linear;60;60;0.3;0.2;0.0016666666666666663;60
linear;60;60;0.5;0.1;0.006666666666666667;60
linear;60;60;0.5;0.2;0.005;60
linear;60;60;0.8;0.1;0.011666666666666667;60
linear;60;60;0.8;0.2;0.010000000000000002;60
linear;60;120;0.3;0.1;0.003333333333333333;60
linear;60;120;0.3;0.2;0.0016666666666666663;60
linear;60;120;0.5;0.1;0.006666666666666667;60
linear;60;120;0.5;0.2;0.005;60
linear;60;120;0.8;0.1;0.011666666666666667;60
linear;60;120;0.8;0.2;0.010000000000000002;60
linear;60;180;0.3;0.1;0.003333333333333333;60
linear;60;180;0.3;0.2;0.0016666666666666663;60
linear;60;180;0.5;0.1;0.006666666666666667;60
linear;60;180;0.5;0.2;0.005;60
linear;60;180;0.8;0.1;0.011666666666666667;60
linear;60;180;0.8;0.2;0.010000000000000002;60
linear;60;240;0.3;0.1;0.003333333333333333;60
linear;60;240;0.3;0.2;0.0016666666666666663;60
linear;60;240;0.5;0.1;0.006666666666666667;60
linear;60;240;0.5;0.2;0.005;60
linear;60;240;0.8;0.1;0.011666666666666667;60
linear;60;240;0.8;0.2;0.010000000000000002;60
linear;60;300;0.3;0.1;0.003333333333333333;60
linear;60;300;0.3;0.2;0.0016666666666666663;60
linear;60;300;0.5;0.1;0.006666666666666667;60
linear;60;300;0.5;0.2;0.005;60
linear;60;300;0.8;0.1;0.011666666666666667;60
linear;60;300;0.8;0.2;0.010000000000000002;60
linear;60;360;0.3;0.1;0.003333333333333333;60
linear;60;360;0.3;0.2;0.0016666666666666663;60
linear;60;360;0.5;0.1;0.006666666666666667;60
linear;60;360;0.5;0.2;0.005;60
linear;60;360;0.8;0.1;0.011666666666666667;60
linear;60;360;0.8;0.2;0.010000000000000002;60
linear;90;0;0.3;0.1;0.0022222222222222222;60
linear;90;0;0.3;0.2;0.001111111111111111;60
linear;90;0;0.5;0.1;0.0044444444444444444;60
linear;90;0;0.5;0.2;0.0033333333333333335;60
linear;90;0;0.8;0.1;0.007777777777777778;60
linear;90;0;0.8;0.2;0.006666666666666668;60
linear;90;5;0.3;0.1;0.0022222222222222222;60
linear;90;5;0.3;0.2;0.001111111111111111;60
linear;90;5;0.5;0.1;0.0044444444444444444;60
linear;90;5;0.5;0.2;0.0033333333333333335;60
linear;90;5;0.8;0.1;0.007777777777777778;60
linear;90;5;0.8;0.2;0.006666666666666668;60
linear;90;10;0.3;0.1;0.0022222222222222222;60
linear;90;10;0.3;0.2;0.001111111111111111;60
linear;90;10;0.5;0.1;0.0044444444444444444;60
linear;90;10;0.5;0.2;0.0033333333333333335;60
linear;90;10;0.8;0.1;0.007777777777777778;60
linear;90;10;0.8;0.2;0.006666666666666668;60
linear;90;30;0.3;0.1;0.0022222222222222222;60
linear;90;30;0.3;0.2;0.001111111111111111;60
linear;90;30;0.5;0.1;0.0044444444444444444;60
linear;90;30;0.5;0.2;0.0033333333333333335;60
linear;90;30;0.8;0.1;0.007777777777777778;60
linear;90;30;0.8;0.2;0.006666666666666668;60
linear;90;60;0.3;0.1;0.0022222222222222222;60
linear;90;60;0.3;0.2;0.001111111111111111;60
linear;90;60;0.5;0.1;0.0044444444444444444;60
linear;90;60;0.5;0.2;0.0033333333333333335;60
linear;90;60;0.8;0.1;0.007777777777777778;60
linear;90;60;0.8;0.2;0.006666666666666668;60
linear;90;120;0.3;0.1;0.0022222222222222222;60
linear;90;120;0.3;0.2;0.001111111111111111;60
linear;90;120;0.5;0.1;0.0044444444444444444;60
linear;90;120;0.5;0.2;0.0033333333333333335;60
linear;90;120;0.8;0.1;0.007777777777777778;60
linear;90;120;0.8;0.2;0.006666666666666668;60
linear;90;180;0.3;0.1;0.0022222222222222222;60
linear;90;180;0.3;0.2;0.001111111111111111;60
linear;90;180;0.5;0.1;0.0044444444444444444;60
linear;90;180;0.5;0.2;0.0033333333333333335;60
linear;90;180;0.8;0.1;0.007777777777777778;60
linear;90;180;0.8;0.2;0.006666666666666668;60
linear;90;240;0.3;0.1;0.0022222222222222222;60
linear;90;240;0.3;0.2;0.001111111111111111;60
linear;90;240;0.5;0.1;0.0044444444444444444;60
linear;90;240;0.5;0.2;0.0033333333333333335;60
linear;90;240;0.8;0.1;0.007777777777777778;60
linear;90;240;0.8;0.2;0.006666666666666668;60
linear;90;300;0.3;0.1;0.0022222222222222222;60
linear;90;300;0.3;0.2;0.001111111111111111;60
linear;90;300;0.5;0.1;0.0044444444444444444;60
linear;90;300;0.5;0.2;0.0033333333333333335;60
linear;90;300;0.8;0.1;0.007777777777777778;60
linear;90;300;0.8;0.2;0.006666666666666668;60
linear;90;360;0.3;0.1;0.0022222222222222222;60
linear;90;360;0.3;0.2;0.001111111111111111;60
linear;90;360;0.5;0.1;0.0044444444444444444;60
linear;90;360;0.5;0.2;0.0033333333333333335;60
linear;90;360;0.8;0.1;0.007777777777777778;60
linear;90;360;0.8;0.2;0.006666666666666668;60
linear;120;0;0.3;0.1;0.0016666666666666666;60
linear;120;0;0.3;0.2;0.0008333333333333332;60
linear;120;0;0.5;0.1;0.0033333333333333335;60
linear;120;0;0.5;0.2;0.0025;60
linear;120;0;0.8;0.1;0.005833333333333334;60
linear;120;0;0.8;0.2;0.005000000000000001;60
linear;120;5;0.3;0.1;0.0016666666666666666;60
linear;120;5;0.3;0.2;0.0008333333333333332;60
linear;120;5;0.5;0.1;0.0033333333333333335;60
linear;120;5;0.5;0.2;0.0025;60
linear;120;5;0.8;0.1;0.005833333333333334;60
linear;120;5;0.8;0.2;0.005000000000000001;60
linear;120;10;0.3;0.1;0.0016666666666666666;60
linear;120;10;0.3;0.2;0.0008333333333333332;60
linear;120;10;0.5;0.1;0.0033333333333333335;60
linear;120;10;0.5;0.2;0.0025;60
linear;120;10;0.8;0.1;0.005833333333333334;60
linear;120;10;0.8;0.2;0.005000000000000001;60
linear;120;30;0.3;0.1;0.0016666666666666666;60
linear;120;30;0.3;0.2;0.0008333333333333332;60
linear;120;30;0.5;0.1;0.0033333333333333335;60
linear;120;30;0.5;0.2;0.0025;60
linear;120;30;0.8;0.1;0.005833333333333334;60
linear;120;30;0.8;0.2;0.005000000000000001;60
linear;120;60;0.3;0.1;0.0016666666666666666;60
linear;120;60;0.3;0.2;0.0008333333333333332;60
linear;120;60;0.5;0.1;0.0033333333333333335;60
linear;120;60;0.5;0.2;0.0025;60
linear;120;60;0.8;0.1;0.005833333333333334;60
linear;120;60;0.8;0.2;0.005000000000000001;60
linear;120;120;0.3;0.1;0.0016666666666666666;60
linear;120;120;0.3;0.2;0.0008333333333333332;60
linear;120;120;0.5;0.1;0.0033333333333333335;60
linear;120;120;0.5;0.2;0.0025;60
linear;120;120;0.8;0.1;0.005833333333333334;60
linear;120;120;0.8;0.2;0.005000000000000001;60
linear;120;180;0.3;0.1;0.0016666666666666666;60
linear;120;180;0.3;0.2;0.0008333333333333332;60
linear;120;180;0.5;0.1;0.0033333333333333335;60
linear;120;180;0.5;0.2;0.0025;60
linear;120;180;0.8;0.1;0.005833333333333334;60
linear;120;180;0.8;0.2;0.005000000000000001;60
linear;120;240;0.3;0.1;0.0016666666666666666;60
linear;120;240;0.3;0.2;0.0008333333333333332;60
linear;120;240;0.5;0.1;0.0033333333333333335;60
linear;120;240;0.5;0.2;0.0025;60
linear;120;240;0.8;0.1;0.005833333333333334;60
linear;120;240;0.8;0.2;0.005000000000000001;60
linear;120;300;0.3;0.1;0.0016666666666666666;60
linear;120;300;0.3;0.2;0.0008333333333333332;60
linear;120;300;0.5;0.1;0.0033333333333333335;60
linear;120;300;0.5;0.2;0.0025;60
linear;120;300;0.8;0.1;0.005833333333333334;60
linear;120;300;0.8;0.2;0.005000000000000001;60
linear;120;360;0.3;0.1;0.0016666666666666666;60
linear;120;360;0.3;0.2;0.0008333333333333332;60
linear;120;360;0.5;0.1;0.0033333333333333335;60
linear;120;360;0.5;0.2;0.0025;60
linear;120;360;0.8;0.1;0.005833333333333334;60
linear;120;360;0.8;0.2;0.005000000000000001;60
linear;180;0;0.3;0.1;0.0011111111111111111;60
linear;180;0;0.3;0.2;0.0005555555555555554;60
linear;180;0;0.5;0.1;0.0022222222222222222;60
linear;180;0;0.5;0.2;0.0016666666666666668;60
linear;180;0;0.8;0.1;0.003888888888888889;60
linear;180;0;0.8;0.2;0.003333333333333334;60
linear;180;5;0.3;0.1;0.0011111111111111111;60
linear;180;5;0.3;0.2;0.0005555555555555554;60
linear;180;5;0.5;0.1;0.0022222222222222222;60
linear;180;5;0.5;0.2;0.0016666666666666668;60
linear;180;5;0.8;0.1;0.003888888888888889;60
linear;180;5;0.8;0.2;0.003333333333333334;60
linear;180;10;0.3;0.1;0.0011111111111111111;60
linear;180;10;0.3;0.2;0.0005555555555555554;60
linear;180;10;0.5;0.1;0.0022222222222222222;60
linear;180;10;0.5;0.2;0.0016666666666666668;60
linear;180;10;0.8;0.1;0.003888888888888889;60
linear;180;10;0.8;0.2;0.003333333333333334;60
linear;180;30;0.3;0.1;0.0011111111111111111;60
linear;180;30;0.3;0.2;0.0005555555555555554;60
linear;180;30;0.5;0.1;0.0022222222222222222;60
linear;180;30;0.5;0.2;0.0016666666666666668;60
linear;180;30;0.8;0.1;0.003888888888888889;60
linear;180;30;0.8;0.2;0.003333333333333334;60
linear;180;60;0.3;0.1;0.0011111111111111111;60
linear;180;60;0.3;0.2;0.0005555555555555554;60
linear;180;60;0.5;0.1;0.0022222222222222222;60
linear;180;60;0.5;0.2;0.0016666666666666668;60
linear;180;60;0.8;0.1;0.003888888888888889;60
linear;180;60;0.8;0.2;0.003333333333333334;60
linear;180;120;0.3;0.1;0.0011111111111111111;60
linear;180;120;0.3;0.2;0.0005555555555555554;60
linear;180;120;0.5;0.1;0.0022222222222222222;60
linear;180;120;0.5;0.2;0.0016666666666666668;60
linear;180;120;0.8;0.1;0.003888888888888889;60
linear;180;120;0.8;0.2;0.003333333333333334;60
linear;180;180;0.3;0.1;0.0011111111111111111;60
linear;180;180;0.3;0.2;0.0005555555555555554;60
linear;180;180;0.5;0.1;0.0022222222222222222;60
linear;180;180;0.5;0.2;0.0016666666666666668;60
linear;180;180;0.8;0.1;0.003888888888888889;60
linear;180;180;0.8;0.2;0.003333333333333334;60
linear;180;240;0.3;0.1;0.0011111111111111111;60
linear;180;240;0.3;0.2;0.0005555555555555554;60
linear;180;240;0.5;0.1;0.0022222222222222222;60
linear;180;240;0.5;0.2;0.0016666666666666668;60
linear;180;240;0.8;0.1;0.003888888888888889;60
linear;180;240;0.8;0.2;0.003333333333333334;60
linear;180;300;0.3;0.1;0.0011111111111111111;60
linear;180;300;0.3;0.2;0.0005555555555555554;60
linear;180;300;0.5;0.1;0.0022222222222222222;60
linear;180;300;0.5;0.2;0.0016666666666666668;60
linear;180;300;0.8;0.1;0.003888888888888889;60
linear;180;300;0.8;0.2;0.003333333333333334;60
linear;180;360;0.3;0.1;0.0011111111111111111;60
linear;180;360;0.3;0.2;0.0005555555555555554;60
linear;180;360;0.5;0.1;0.0022222222222222222;60
linear;180;360;0.5;0.2;0.0016666666666666668;60
linear;180;360;0.8;0.1;0.003888888888888889;60
linear;180;360;0.8;0.2;0.003333333333333334;60
linear;360;0;0.3;0.1;0.0005555555555555556;60
linear;360;0;0.3;0.2;0.0002777777777777777;60
linear;360;0;0.5;0.1;0.0011111111111111111;60
linear;360;0;0.5;0.2;0.0008333333333333334;60
linear;360;0;0.8;0.1;0.0019444444444444446;60
linear;360;0;0.8;0.2;0.001666666666666667;60
linear;360;5;0.3;0.1;0.0005555555555555556;60
linear;360;5;0.3;0.2;0.0002777777777777777;60
linear;360;5;0.5;0.1;0.0011111111111111111;60
linear;360;5;0.5;0.2;0.0008333333333333334;60
linear;360;5;0.8;0.1;0.0019444444444444446;60
linear;360;5;0.8;0.2;0.001666666666666667;60
linear;360;10;0.3;0.1;0.0005555555555555556;60
linear;360;10;0.3;0.2;0.0002777777777777777;60
linear;360;10;0.5;0.1;0.0011111111111111111;60
linear;360;10;0.5;0.2;0.0008333333333333334;60
linear;360;10;0.8;0.1;0.0019444444444444446;60
linear;360;10;0.8;0.2;0.001666666666666667;60
linear;360;30;0.3;0.1;0.0005555555555555556;60
linear;360;30;0.3;0.2;0.0002777777777777777;60
linear;360;30;0.5;0.1;0.0011111111111111111;60
linear;360;30;0.5;0.2;0.0008333333333333334;60
linear;360;30;0.8;0.1;0.0019444444444444446;60
linear;360;30;0.8;0.2;0.001666666666666667;60
linear;360;60;0.3;0.1;0.0005555555555555556;60
linear;360;60;0.3;0.2;0.0002777777777777777;60
linear;360;60;0.5;0.1;0.0011111111111111111;60
linear;360;60;0.5;0.2;0.0008333333333333334;60
linear;360;60;0.8;0.1;0.0019444444444444446;60
linear;360;60;0.8;0.2;0.001666666666666667;60
linear;360;120;0.3;0.1;0.0005555555555555556;60
linear;360;120;0.3;0.2;0.0002777777777777777;60
linear;360;120;0.5;0.1;0.0011111111111111111;60
linear;360;120;0.5;0.2;0.0008333333333333334;60
linear;360;120;0.8;0.1;0.0019444444444444446;60
linear;360;120;0.8;0.2;0.001666666666666667;60
linear;360;180;0.3;0.1;0.0005555555555555556;60
linear;360;180;0.3;0.2;0.0002777777777777777;60
linear;360;180;0.5;0.1;0.0011111111111111111;60
linear;360;180;0.5;0.2;0.0008333333333333334;60
linear;360;180;0.8;0.1;0.0019444444444444446;60
linear;360;180;0.8;0.2;0.001666666666666667;60
linear;360;240;0.3;0.1;0.0005555555555555556;60
linear;360;240;0.3;0.2;0.0002777777777777777;60
linear;360;240;0.5;0.1;0.0011111111111111111;60
linear;360;240;0.5;0.2;0.0008333333333333334;60
linear;360;240;0.8;0.1;0.0019444444444444446;60
linear;360;240;0.8;0.2;0.001666666666666667;60
linear;360;300;0.3;0.1;0.0005555555555555556;60
linear;360;300;0.3;0.2;0.0002777777777777777;60
linear;360;300;0.5;0.1;0.0011111111111111111;60
linear;360;300;0.5;0.2;0.0008333333333333334;60
linear;360;300;0.8;0.1;0.0019444444444444446;60
linear;360;300;0.8;0.2;0.001666666666666667;60
linear;360;360;0.3;0.1;0.0005555555555555556;60
linear;360;360;0.3;0.2;0.0002777777777777777;60
linear;360;360;0.5;0.1;0.0011111111111111111;60
linear;360;360;0.5;0.2;0.0008333333333333334;60
linear;360;360;0.8;0.1;0.0019444444444444446;60
linear;360;360;0.8;0.2;0.001666666666666667;60
linear;720;0;0.3;0.1;0.0002777777777777778;60
linear;720;0;0.3;0.2;0.00013888888888888886;60
linear;720;0;0.5;0.1;0.0005555555555555556;60
linear;720;0;0.5;0.2;0.0004166666666666667;60
linear;720;0;0.8;0.1;0.0009722222222222223;60
linear;720;0;0.8;0.2;0.0008333333333333335;60
linear;720;5;0.3;0.1;0.0002777777777777778;60
linear;720;5;0.3;0.2;0.00013888888888888886;60
linear;720;5;0.5;0.1;0.0005555555555555556;60
linear;720;5;0.5;0.2;0.0004166666666666667;60
linear;720;5;0.8;0.1;0.0009722222222222223;60
linear;720;5;0.8;0.2;0.0008333333333333335;60
linear;720;10;0.3;0.1;0.0002777777777777778;60
linear;720;10;0.3;0.2;0.00013888888888888886;60
linear;720;10;0.5;0.1;0.0005555555555555556;60
linear;720;10;0.5;0.2;0.0004166666666666667;60
linear;720;10;0.8;0.1;0.0009722222222222223;60
linear;720;10;0.8;0.2;0.0008333333333333335;60
linear;720;30;0.3;0.1;0.0002777777777777778;60
linear;720;30;0.3;0.2;0.00013888888888888886;60
linear;720;30;0.5;0.1;0.0005555555555555556;60
linear;720;30;0.5;0.2;0.0004166666666666667;60
linear;720;30;0.8;0.1;0.0009722222222222223;60
linear;720;30;0.8;0.2;0.0008333333333333335;60
linear;720;60;0.3;0.1;0.0002777777777777778;60
linear;720;60;0.3;0.2;0.00013888888888888886;60
linear;720;60;0.5;0.1;0.0005555555555555556;60
linear;720;60;0.5;0.2;0.0004166666666666667;60
linear;720;60;0.8;0.1;0.0009722222222222223;60
linear;720;60;0.8;0.2;0.0008333333333333335;60
linear;720;120;0.3;0.1;0.0002777777777777778;60
linear;720;120;0.3;0.2;0.00013888888888888886;60
linear;720;120;0.5;0.1;0.0005555555555555556;60
linear;720;120;0.5;0.2;0.0004166666666666667;60
linear;720;120;0.8;0.1;0.0009722222222222223;60
linear;720;120;0.8;0.2;0.0008333333333333335;60
linear;720;180;0.3;0.1;0.0002777777777777778;60
linear;720;180;0.3;0.2;0.00013888888888888886;60
linear;720;180;0.5;0.1;0.0005555555555555556;60
linear;720;180;0.5;0.2;0.0004166666666666667;60
linear;720;180;0.8;0.1;0.0009722222222222223;60
linear;720;180;0.8;0.2;0.0008333333333333335;60
linear;720;240;0.3;0.1;0.0002777777777777778;60
linear;720;240;0.3;0.2;0.00013888888888888886;60
linear;720;240;0.5;0.1;0.0005555555555555556;60
linear;720;240;0.5;0.2;0.0004166666666666667;60
linear;720;240;0.8;0.1;0.0009722222222222223;60
linear;720;240;0.8;0.2;0.0008333333333333335;60
linear;720;300;0.3;0.1;0.0002777777777777778;60
linear;720;300;0.3;0.2;0.00013888888888888886;60
linear;720;300;0.5;0.1;0.0005555555555555556;60
linear;720;300;0.5;0.2;0.0004166666666666667;60
linear;720;300;0.8;0.1;0.0009722222222222223;60
linear;720;300;0.8;0.2;0.0008333333333333335;60
linear;720;360;0.3;0.1;0.0002777777777777778;60
linear;720;360;0.3;0.2;0.00013888888888888886;60
linear;720;360;0.5;0.1;0.0005555555555555556;60
linear;720;360;0.5;0.2;0.0004166666666666667;60
linear;720;360;0.8;0.1;0.0009722222222222223;60
linear;720;360;0.8;0.2;0.0008333333333333335;60
linear;1440;0;0.3;0.1;0.0001388888888888889;60
linear;1440;0;0.3;0.2;6.944444444444443e-05;60
linear;1440;0;0.5;0.1;0.0002777777777777778;60
linear;1440;0;0.5;0.2;0.00020833333333333335;60
linear;1440;0;0.8;0.1;0.00048611111111111115;60
linear;1440;0;0.8;0.2;0.00041666666666666675;60
linear;1440;5;0.3;0.1;0.0001388888888888889;60
linear;1440;5;0.3;0.2;6.944444444444443e-05;60
linear;1440;5;0.5;0.1;0.0002777777777777778;60
linear;1440;5;0.5;0.2;0.00020833333333333335;60
linear;1440;5;0.8;0.1;0.00048611111111111115;60
linear;1440;5;0.8;0.2;0.00041666666666666675;60
linear;1440;10;0.3;0.1;0.0001388888888888889;60
linear;1440;10;0.3;0.2;6.944444444444443e-05;60
linear;1440;10;0.5;0.1;0.0002777777777777778;60
linear;1440;10;0.5;0.2;0.00020833333333333335;60
linear;1440;10;0.8;0.1;0.00048611111111111115;60
linear;1440;10;0.8;0.2;0.00041666666666666675;60
linear;1440;30;0.3;0.1;0.0001388888888888889;60
linear;1440;30;0.3;0.2;6.944444444444443e-05;60
linear;1440;30;0.5;0.1;0.0002777777777777778;60
linear;1440;30;0.5;0.2;0.00020833333333333335;60
linear;1440;30;0.8;0.1;0.00048611111111111115;60
linear;1440;30;0.8;0.2;0.00041666666666666675;60
linear;1440;60;0.3;0.1;0.0001388888888888889;60
linear;1440;60;0.3;0.2;6.944444444444443e-05;60
linear;1440;60;0.5;0.1;0.0002777777777777778;60
linear;1440;60;0.5;0.2;0.00020833333333333335;60
linear;1440;60;0.8;0.1;0.00048611111111111115;60
linear;1440;60;0.8;0.2;0.00041666666666666675;60
linear;1440;120;0.3;0.1;0.0001388888888888889;60
linear;1440;120;0.3;0.2;6.944444444444443e-05;60
linear;1440;120;0.5;0.1;0.0002777777777777778;60
linear;1440;120;0.5;0.2;0.00020833333333333335;60
linear;1440;120;0.8;0.1;0.00048611111111111115;60
linear;1440;120;0.8;0.2;0.00041666666666666675;60
linear;1440;180;0.3;0.1;0.0001388888888888889;60
linear;1440;180;0.3;0.2;6.944444444444443e-05;60
linear;1440;180;0.5;0.1;0.0002777777777777778;60
linear;1440;180;0.5;0.2;0.00020833333333333335;60
linear;1440;180;0.8;0.1;0.00048611111111111115;60
linear;1440;180;0.8;0.2;0.00041666666666666675;60
linear;1440;240;0.3;0.1;0.0001388888888888889;60
linear;1440;240;0.3;0.2;6.944444444444443e-05;60
linear;1440;240;0.5;0.1;0.0002777777777777778;60
linear;1440;240;0.5;0.2;0.00020833333333333335;60
linear;1440;240;0.8;0.1;0.00048611111111111115;60
linear;1440;240;0.8;0.2;0.00041666666666666675;60
linear;1440;300;0.3;0.1;0.0001388888888888889;60
linear;1440;300;0.3;0.2;6.944444444444443e-05;60
linear;1440;300;0.5;0.1;0.0002777777777777778;60
linear;1440;300;0.5;0.2;0.00020833333333333335;60
linear;1440;300;0.8;0.1;0.00048611111111111115;60
linear;1440;300;0.8;0.2;0.00041666666666666675;60
linear;1440;360;0.3;0.1;0.0001388888888888889;60
linear;1440;360;0.3;0.2;6.944444444444443e-05;60
linear;1440;360;0.5;0.1;0.0002777777777777778;60
linear;1440;360;0.5;0.2;0.00020833333333333335;60
linear;1440;360;0.8;0.1;0.00048611111111111115;60
linear;1440;360;0.8;0.2;0.00041666666666666675;60
linear;2880;0;0.3;0.1;6.944444444444444e-05;60
linear;2880;0;0.3;0.2;3.4722222222222215e-05;60
linear;2880;0;0.5;0.1;0.0001388888888888889;60
linear;2880;0;0.5;0.2;0.00010416666666666667;60
linear;2880;0;0.8;0.1;0.00024305555555555558;60
linear;2880;0;0.8;0.2;0.00020833333333333337;60
linear;2880;5;0.3;0.1;6.944444444444444e-05;60
linear;2880;5;0.3;0.2;3.4722222222222215e-05;60
linear;2880;5;0.5;0.1;0.0001388888888888889;60
linear;2880;5;0.5;0.2;0.00010416666666666667;60
linear;2880;5;0.8;0.1;0.00024305555555555558;60
linear;2880;5;0.8;0.2;0.00020833333333333337;60
linear;2880;10;0.3;0.1;6.944444444444444e-05;60
linear;2880;10;0.3;0.2;3.4722222222222215e-05;60
linear;2880;10;0.5;0.1;0.0001388888888888889;60
linear;2880;10;0.5;0.2;0.00010416666666666667;60
linear;2880;10;0.8;0.1;0.00024305555555555558;60
linear;2880;10;0.8;0.2;0.00020833333333333337;60
linear;2880;30;0.3;0.1;6.944444444444444e-05;60
linear;2880;30;0.3;0.2;3.4722222222222215e-05;60
linear;2880;30;0.5;0.1;0.0001388888888888889;60
linear;2880;30;0.5;0.2;0.00010416666666666667;60
linear;2880;30;0.8;0.1;0.00024305555555555558;60
linear;2880;30;0.8;0.2;0.00020833333333333337;60
linear;2880;60;0.3;0.1;6.944444444444444e-05;60
linear;2880;60;0.3;0.2;3.4722222222222215e-05;60
linear;2880;60;0.5;0.1;0.0001388888888888889;60
linear;2880;60;0.5;0.2;0.00010416666666666667;60
linear;2880;60;0.8;0.1;0.00024305555555555558;60
linear;2880;60;0.8;0.2;0.00020833333333333337;60
linear;2880;120;0.3;0.1;6.944444444444444e-05;60
linear;2880;120;0.3;0.2;3.4722222222222215e-05;60
linear;2880;120;0.5;0.1;0.0001388888888888889;60
linear;2880;120;0.5;0.2;0.00010416666666666667;60
